Latitude,Longitude,State,Number of Records,Date Checked,Death Increase,Death,Fips,Hospitalized Cumulative,Hospitalized Currently,Hospitalized Increase,Hospitalized,In Icu Cumulative,In Icu Currently,Negative Increase,Negative,On Ventilator Cumulative,On Ventilator Currently,Pending,Pos Neg,Positive Increase,Positive,Recovered,State Postal Code,Total Test Results Increase,Total Test Results,Total
18.200178,-66.664513,Puerto Rico,1,4/3/2020 8:00:00 PM,3,15,72,,,0,,,,445,2049,,,1055,2427,62,378,,PR,507,2427,3482
41.700001,-71.5,Rhode Island,1,4/3/2020 8:00:00 PM,2,14,44,72,72,72,72,14,14,0,4412,6,6,,5123,54,711,35,RI,54,5123,5123
33.836082,-81.163727,South Carolina,1,4/3/2020 8:00:00 PM,0,31,45,241,,-655,241,,,0,5441,,,,6995,0,1554,,SC,0,6995,6995
44.5,-100,South Dakota,1,4/3/2020 8:00:00 PM,0,2,46,17,,0,17,,,376,4593,,,3,4780,22,187,69,SD,398,4780,4783
35.860119,-86.660156,Tennessee,1,4/3/2020 8:00:00 PM,5,37,47,293,,30,293,,,3006,34772,,,,37839,222,3067,248,TN,3228,37839,37839
31,-100,Texas,1,4/3/2020 8:00:00 PM,20,90,48,196,,0,196,,,4424,50434,,,,55764,661,5330,38,TX,5085,55764,55764
39.41922,-111.950684,Utah,1,4/3/2020 8:00:00 PM,0,7,49,106,,6,106,,,3011,23002,,,,24248,172,1246,,UT,3183,24248,24248
37.926868,-78.024902,Virginia,1,4/3/2020 8:00:00 PM,5,46,51,312,,7,312,145,,1110,16993,108,,,19005,306,2012,,VA,1416,19005,19005
18.343441,-64.8671634,Virgin Islands,1,4/3/2020 8:00:00 PM,0,,78,,,0,,,,5,154,,,56,192,5,38,29,VI,10,192,248
44,-72.699997,Vermont,1,4/3/2020 8:00:00 PM,0,17,50,45,29,0,45,,,128,4839,,,,5228,51,389,15,VT,179,5228,5228
47.751076,-120.740135,Washington,1,4/3/2020 8:00:00 PM,15,262,53,254,,0,254,,,4019,72833,,,,79418,601,6585,,WA,4620,79418,79418
44.5,-89.5,Wisconsin,1,4/3/2020 8:00:00 PM,6,37,55,487,,26,487,,,2060,22377,,,,24289,182,1912,,WI,2242,24289,24289
39,-80.5,West Virginia,1,4/3/2020 8:00:00 PM,0,2,54,1,,0,1,,,854,6130,,,,6367,20,237,,WV,874,6367,6367
43.07597,-107.290283,Wyoming,1,4/3/2020 8:00:00 PM,0,0,56,21,,2,21,,,265,2704,,,,2866,12,162,37,WY,277,2866,2866
66.160507,-153.369141,Alaska,1,4/2/2020 8:00:00 PM,0,3,2,9,,0,9,,,409,4879,,,,5022,10,143,,AK,419,5022,5022
32.31823,-86.902298,Alabama,1,4/2/2020 8:00:00 PM,6,32,1,,,0,,,,806,7503,,,,8736,156,1233,,AL,962,8736,8736
34.799999,-92.199997,Arkansas,1,4/2/2020 8:00:00 PM,2,12,5,100,66,10,100,,,526,7880,32,23,,8523,59,643,47,AR,585,8523,8523
-14.306407,-170.6950175,American Samoa,1,4/2/2020 8:00:00 PM,0,0,60,,,0,,,,0,20,,,6,20,0,0,,AS,0,20,26
34.048927,-111.093735,Arizona,1,4/2/2020 8:00:00 PM,3,32,4,,,0,,,,1466,21111,,,,22709,185,1598,,AZ,1651,22709,22709
36.778259,-119.417931,California,1,4/2/2020 8:00:00 PM,32,203,6,,1922,0,,,816,2037,23809,,,59500,33000,1036,9191,,CA,3073,33000,92500
39.113014,-105.358887,Colorado,1,4/2/2020 8:00:00 PM,11,80,8,620,,111,620,,,1420,15303,,,,18645,376,3342,,CO,1796,18645,18645
41.599998,-72.699997,Connecticut,1,4/2/2020 8:00:00 PM,27,112,9,,827,0,,,,1433,14476,,,,18300,267,3824,,CT,1700,18300,18300
38.900497,-77.007507,Dist. of Columbia,1,4/2/2020 8:00:00 PM,1,12,11,,,0,,,,1155,4417,,,,5070,67,653,173,DC,1222,5070,5070
39,-75.5,Delaware,1,4/2/2020 8:00:00 PM,1,12,10,,56,0,,,,551,4566,,,,4959,25,393,49,DE,576,4959,4959
27.994402,-81.760254,Florida,1,4/2/2020 8:00:00 PM,41,128,12,1123,,174,1123,,,9757,69286,,,1285,77296,1055,8010,,FL,10812,77296,78581
33.247875,-83.441162,Georgia,1,4/2/2020 8:00:00 PM,24,163,13,1056,,104,1056,,,1921,17609,,,,22957,710,5348,,GA,2631,22957,22957
13.444304,144.793732,Guam,1,4/2/2020 8:00:00 PM,0,3,66,,19,0,,,2,36,442,,,,524,5,82,12,GU,41,524,524
19.741755,-155.844437,Hawaii,1,4/2/2020 8:00:00 PM,0,1,15,15,,2,15,6,,1485,10206,,,,10464,50,258,69,HI,1535,10464,10464
42.032974,-93.581543,Iowa,1,4/2/2020 8:00:00 PM,2,11,19,120,74,21,120,,,750,8054,,,,8668,65,614,46,IA,815,8668,8668
44.068203,-114.742043,Idaho,1,4/2/2020 8:00:00 PM,0,9,16,49,,3,49,7,,537,6613,,,,7282,144,669,,ID,681,7282,7282
40,-89,Illinois,1,4/2/2020 8:00:00 PM,16,157,17,,,0,,,,2557,35961,,,,43656,715,7695,,IL,3272,43656,43656
40.273502,-86.126976,Indiana,1,4/2/2020 8:00:00 PM,13,78,18,,,0,,,,1436,13246,,,,16285,474,3039,,IN,1910,16285,16285
38.5,-98,Kansas,1,4/2/2020 8:00:00 PM,3,13,20,138,,24,138,,,648,6059,,,,6611,70,552,,KS,718,6611,6611
37.839333,-84.27002,Kentucky,1,4/2/2020 8:00:00 PM,3,20,21,,,0,,,,255,7220,,,,7900,89,680,,KY,344,7900,7900
30.39183,-92.329102,Louisiana,1,4/2/2020 8:00:00 PM,37,310,22,,1639,0,,,,2584,41936,,507,,51086,2726,9150,,LA,5310,51086,51086
42.407211,-71.382439,Massachusetts,1,4/2/2020 8:00:00 PM,32,154,25,813,,131,813,,,3642,47642,,,,56608,1228,8966,,MA,4870,56608,56608
39.045753,-76.641273,Maryland,1,4/2/2020 8:00:00 PM,5,36,24,582,,60,582,,,1657,18890,,,,21221,346,2331,81,MD,2003,21221,21221
45.367584,-68.972168,Maine,1,4/2/2020 8:00:00 PM,0,7,23,68,,5,68,,,0,6088,,,,6464,32,376,94,ME,32,6464,6464
44.182205,-84.506836,Michigan,1,4/2/2020 8:00:00 PM,80,417,26,,,0,,,,0,11893,,,,22684,1457,10791,,MI,1457,22684,22684
46.39241,-109.533691,Minnesota,1,4/2/2020 8:00:00 PM,1,18,27,138,75,16,138,38,38,1150,21652,,,,22394,53,742,,MN,1203,22394,22394
38.573936,-92.60376,Missouri,1,4/2/2020 8:00:00 PM,1,19,29,,,0,,,,2003,17849,,,,19683,253,1834,,MO,2256,19683,19683
15.106389,145.706524,Northern Marianas,1,4/2/2020 8:00:00 PM,1,1,69,,,0,,,,13,13,,,12,21,2,8,,MP,15,21,33
33,-90,Mississippi,1,4/2/2020 8:00:00 PM,4,26,28,360,,28,360,,,1041,4753,,,,5930,104,1177,,MS,1145,5930,5930
46.96526,-109.533691,Montana,1,4/2/2020 8:00:00 PM,0,5,30,20,,3,20,,,383,5093,,,,5320,19,227,,MT,402,5320,5320
35.782169,-80.793457,North Carolina,1,4/2/2020 8:00:00 PM,6,16,37,,184,0,,,,2163,26822,,,,28679,273,1857,,NC,2436,28679,28679
47.650589,-100.437012,North Dakota,1,4/2/2020 8:00:00 PM,0,3,38,28,,5,28,,,470,4821,,,,4980,17,159,43,ND,487,4980,4980
41.5,-100,Nebraska,1,4/2/2020 8:00:00 PM,1,5,31,,,0,,,,503,3978,,,11,4224,36,246,,NE,539,4224,4235
44,-71.5,New Hampshire,1,4/2/2020 8:00:00 PM,0,4,33,59,58,0,59,,,93,6078,,,126,6493,0,415,91,NH,93,6493,6619
39.833851,-74.871826,New Jersey,1,4/2/2020 8:00:00 PM,182,537,34,,2000,0,,,,3133,33520,,,,59110,3335,25590,,NJ,6468,59110,59110
34.307144,-106.018066,New Mexico,1,4/2/2020 8:00:00 PM,1,6,35,31,31,7,31,,,723,13648,,,,14011,48,363,26,NM,771,14011,14011
39.876019,-117.224121,Nevada,1,4/2/2020 8:00:00 PM,12,38,32,,,0,,,,1069,12588,,,,14046,179,1458,,NV,1248,14046,14046
43,-75,New York,1,4/2/2020 8:00:00 PM,432,2373,36,20817,13383,2449,20817,,3396,9416,146584,,,,238965,8669,92381,7434,NY,18085,238965,238965
